account_cd,account_nm,list_nm,list_no
I,법인세차감전순이익,11.03월 이전,SD007
J,법인세비용,11.03월 이전,SD007
K,당기순이익,11.03월 이전,SD007
A1,[현금 및 예치금],11.06월 이후,SD103
A11,[현금 및 예치금]_현금,11.06월 이후,SD103
A12,[현금 및 예치금]_당좌예금,11.06월 이후,SD103
A13,[현금 및 예치금]_정기예금,11.06월 이후,SD103
A14,[현금 및 예치금]_양도성예금증서,11.06월 이후,SD103
A15,[현금 및 예치금]_특정금전신탁,11.06월 이후,SD103
A16,[현금 및 예치금]_기타원화예치금,11.06월 이후,SD103
A17,[현금 및 예치금]_외화타점예치금,11.06월 이후,SD103
A18,[현금 및 예치금]_외화정기예치금,11.06월 이후,SD103
A19,[현금 및 예치금]_역외외화예치금,11.06월 이후,SD103
A2,[증권],11.06월 이후,SD103
A21,[증권]_당기손익인식증권,11.06월 이후,SD103
A22,[증권]_매도가능증권,11.06월 이후,SD103
A23,[증권]_만기보유증권,11.06월 이후,SD103
A24,[증권]_관계회사투자지분,11.06월 이후,SD103
A3,[대출채권],11.06월 이후,SD103
A31,[대출채권]_(대손충당금),11.06월 이후,SD103
A32,[대출채권]_(현재가치할인차금),11.06월 이후,SD103
A33,[대출채권]_콜론,11.06월 이후,SD103
A34,[대출채권]_대출금,11.06월 이후,SD103
A35,[대출채권]_할인 및 매입어음,11.06월 이후,SD103
A36,[대출채권]_지급보증대지급금,11.06월 이후,SD103
A37,[대출채권]_환매조건부채권매수,11.06월 이후,SD103
A38,[대출채권]_내국수입유산스,11.06월 이후,SD103
A39,[대출채권]_관리어음,11.06월 이후,SD103
A3A,[대출채권]_사모사채,11.06월 이후,SD103
A3B,[대출채권]_매입외환,11.06월 이후,SD103
A4,[어음관리계좌자산],11.06월 이후,SD103
A41,[어음관리계좌자산]_예치금,11.06월 이후,SD103
A42,[어음관리계좌자산]_할인 및 매입어음,11.06월 이후,SD103
A43,[어음관리계좌자산]_국공채,11.06월 이후,SD103
A44,[어음관리계좌자산]_회사채,11.06월 이후,SD103
A45,[어음관리계좌자산]_기타증권,11.06월 이후,SD103
A5,[리스자산],11.06월 이후,SD103
A51,[리스자산]_금융리스채권,11.06월 이후,SD103
A52,[리스자산]_해지금융리스채권,11.06월 이후,SD103
A53,[리스자산]_운용리스자산,11.06월 이후,SD103
A54,[리스자산]_해지운용리스자산,11.06월 이후,SD103
A55,[리스자산]_선급리스,11.06월 이후,SD103
A6,[유형자산],11.06월 이후,SD103
A7,[기타자산],11.06월 이후,SD103
A71,[기타자산]_보증금,11.06월 이후,SD103
A72,[기타자산]_미수금,11.06월 이후,SD103
A73,[기타자산]_미수수익,11.06월 이후,SD103
A74,[기타자산]_선급금,11.06월 이후,SD103
A75,[기타자산]_선급비용,11.06월 이후,SD103
A76,[기타자산]_가지급금,11.06월 이후,SD103
A77,[기타자산]_종업원대여금,11.06월 이후,SD103
A78,[기타자산]_단체퇴직보험예치금,11.06월 이후,SD103
A79,[기타자산]_이연법인세자산,11.06월 이후,SD103
A80,[기타자산]_외화환산차,11.06월 이후,SD103
A81,[기타자산]_투자자산,11.06월 이후,SD103
A82,[기타자산]_무형자산,11.06월 이후,SD103
A83,[기타자산]_비업무용자산,11.06월 이후,SD103
A84,[기타자산]_기타고정자산,11.06월 이후,SD103
A85,[기타자산]_선물환 및 파생상품거래,11.06월 이후,SD103
A86,[기타자산]_선물환거래차,11.06월 이후,SD103
A87,[기타자산]_파생금융상품평가조정,11.06월 이후,SD103
A88,[기타자산]_옵션자금프리미엄,11.06월 이후,SD103
A8,자산총계,11.06월 이후,SD103
A11,[예수부채],11.06월 이후,SD104
A111,[예수부채]_발행어음예수금,11.06월 이후,SD104
A112,[예수부채]_표지어음예수금,11.06월 이후,SD104
A113,[예수부채]_어음관리계좌수탁금,11.06월 이후,SD104
A16,[차입부채],11.06월 이후,SD104
A12,[예수부채]_차입금,11.06월 이후,SD104
A121,[예수부채]_차입금_콜머니,11.06월 이후,SD104
A122,[예수부채]_차입금_환매조건부매도,11.06월 이후,SD104
A123,[예수부채]_차입금_일반차입금,11.06월 이후,SD104
A124,[예수부채]_차입금_예금증서 등,11.06월 이후,SD104
A125,[예수부채]_차입금_기타 차입금,11.06월 이후,SD104
A13,[예수부채]_사채,11.06월 이후,SD104
A132,[예수부채]_사채_사채,11.06월 이후,SD104
A1321,[예수부채]_사채_(할인발행차금),11.06월 이후,SD104
A133,[예수부채]_사채_전환사채,11.06월 이후,SD104
A134,[예수부채]_사채_신주인수권부사채,11.06월 이후,SD104
A135,[예수부채]_사채_교환사채,11.06월 이후,SD104
A14,[기타부채],11.06월 이후,SD104
A141,[기타부채]_퇴직급여부채,11.06월 이후,SD104
A143,[기타부채]_지급보증충당금,11.06월 이후,SD104
A144,[기타부채]_예수금,11.06월 이후,SD104
A145,[기타부채]_선수수익,11.06월 이후,SD104
A146,[기타부채]_수입보증금,11.06월 이후,SD104
A147,[기타부채]_가수금,11.06월 이후,SD104
A148,[기타부채]_선수금,11.06월 이후,SD104
A149,[기타부채]_미지급금,11.06월 이후,SD104
A14A,[기타부채]_미지급비용,11.06월 이후,SD104
A14B,[기타부채]_미지급법인세,11.06월 이후,SD104
A14C,[기타부채]_미지급배당금,11.06월 이후,SD104
A14D,[기타부채]_이연법인세부채,11.06월 이후,SD104
A14E,[기타부채]_외화환산대,11.06월 이후,SD104
A15,[기타부채]_선물환 및 파생상품거래,11.06월 이후,SD104
A151,[기타부채]_선물환 및 파생상품거래_선물환거래대,11.06월 이후,SD104
A152,[기타부채]_선물환 및 파생상품거래_파생금융상품평가조정,11.06월 이후,SD104
A153,[기타부채]_선물환 및 파생상품거래_옵션수입프리미엄,11.06월 이후,SD104
A17,[기타부채]_기타,11.06월 이후,SD104
A1,부채총계,11.06월 이후,SD104
A21,[자본금],11.06월 이후,SD104
A211,[자본금]_보통주자본금,11.06월 이후,SD104
A212,[자본금]_우선주자본금,11.06월 이후,SD104
A22,[자본잉여금],11.06월 이후,SD104
A221,[자본잉여금]_주식발행초과금,11.06월 이후,SD104
A222,[자본잉여금]_감자차익,11.06월 이후,SD104
A223,[자본잉여금]_기타 자본잉여금,11.06월 이후,SD104
A24,[자본조정],11.06월 이후,SD104
A241,[자본조정]_주식할인발행차금,11.06월 이후,SD104
A242,[자본조정]_자기주식,11.06월 이후,SD104
A243,[자본조정]_기타,11.06월 이후,SD104
A25,[기타포괄손익누계액],11.06월 이후,SD104
A251,[기타포괄손익누계액]_매도가능금융자산평가이익(손실),11.06월 이후,SD104
A252,[기타포괄손익누계액]_지분법자본변동(부의지분법자본변동),11.06월 이후,SD104
A253,[기타포괄손익누계액]_외환차이누계액,11.06월 이후,SD104
A254,[기타포괄손익누계액]_현금흐름위험회피 파생상품평가이익(손실),11.06월 이후,SD104
A255,[기타포괄손익누계액]_보험수리적손익,11.06월 이후,SD104
A256,[기타포괄손익누계액]_유형자산재평가이익,11.06월 이후,SD104
A257,[기타포괄손익누계액]_기타,11.06월 이후,SD104
A23,[이익잉여금],11.06월 이후,SD104
A231,[이익잉여금]_이익준비금,11.06월 이후,SD104
A232,[이익잉여금]_기업합리화적립금,11.06월 이후,SD104
A233,[이익잉여금]_기타 법정적립금,11.06월 이후,SD104
A234,[이익잉여금]_임의적립금,11.06월 이후,SD104
A235,[이익잉여금]_미처분이익잉여금(미처리결손금),11.06월 이후,SD104
A2,자본총계,11.06월 이후,SD104
A,부채와 자본 총계,11.06월 이후,SD104
A,영업수익,11.06월 이후,SD107
A1,이자수익,11.06월 이후,SD107
A11,이자수익_예치금이자,11.06월 이후,SD107
A13,이자수익_대출채권이자,11.06월 이후,SD107
A14,이자수익_어음관리계좌이자,11.06월 이후,SD107
A12,이자수익_증권이자,11.06월 이후,SD107
A15,이자수익_리스채권이자,11.06월 이후,SD107
A17,이자수익_환매조건부매수이자,11.06월 이후,SD107
A16,이자수익_기타 이자수익,11.06월 이후,SD107
A5,증권평가 및 처분이익,11.06월 이후,SD107
A51,증권평가 및 처분이익_당기손익인식증권관련이익,11.06월 이후,SD107
A52,증권평가 및 처분이익_매도가능증권처분이익,11.06월 이후,SD107
A53,증권평가 및 처분이익_만기보유증권처분이익,11.06월 이후,SD107
A54,증권평가 및 처분이익_매도가능증권손상차손환입,11.06월 이후,SD107
A55,증권평가 및 처분이익_만기보유증권손상차손환입,11.06월 이후,SD107
A56,증권평가 및 처분이익_매도가능증권상환이익,11.06월 이후,SD107
A57,증권평가 및 처분이익_만기보유증권상환이익,11.06월 이후,SD107
A6,대출채권평가 및 처분이익,11.06월 이후,SD107
AA,기타 공정가치평가금융상품 관련 이익,11.06월 이후,SD107
A7,외환거래이익,11.06월 이후,SD107
A2,수수료수익,11.06월 이후,SD107
A8,신탁업무운용수익,11.06월 이후,SD107
A9,배당금수익,11.06월 이후,SD107
A3,기타영업수익,11.06월 이후,SD107
B,영업비용,11.06월 이후,SD107
B1,이자비용,11.06월 이후,SD107
B11,이자비용_예수부채이자,11.06월 이후,SD107
B12,이자비용_차입금이자,11.06월 이후,SD107
B13,이자비용_사채이자,11.06월 이후,SD107
B5,증권평가 및 처분손실,11.06월 이후,SD107
B51,증권평가 및 처분손실_당기손익인식증권관련손실,11.06월 이후,SD107
B52,증권평가 및 처분손실_매도가능증권처분손실,11.06월 이후,SD107
B53,증권평가 및 처분손실_만기보유증권처분손실,11.06월 이후,SD107
B54,증권평가 및 처분손실_매도가능증권손상차손,11.06월 이후,SD107
B55,증권평가 및 처분손실_만기보유증권손상차손,11.06월 이후,SD107
B56,증권평가 및 처분손실_매도가능증권상환손실,11.06월 이후,SD107
B57,증권평가 및 처분손실_만기보유증권상환손실,11.06월 이후,SD107
B6,대출채권평가 및 처분손실,11.06월 이후,SD107
BB,기타 공정가치평가금융상품 관련 손실,11.06월 이후,SD107
B7,외환거래손실,11.06월 이후,SD107
B2,수수료비용,11.06월 이후,SD107
B8,신탁업무운용손실,11.06월 이후,SD107
B4,판매비와 관리비,11.06월 이후,SD107
B46,판매비와 관리비_인건비,11.06월 이후,SD107
B47,판매비와 관리비_경비,11.06월 이후,SD107
B48,판매비와 관리비_유형자산감가상각비,11.06월 이후,SD107
B49,판매비와 관리비_무형자산상각비,11.06월 이후,SD107
B3,기타영업비용,11.06월 이후,SD107
C,영업이익,11.06월 이후,SD107
D,영업외수익,11.06월 이후,SD107
E,영업외비용,11.06월 이후,SD107
I,법인세비용차감전순이익,11.06월 이후,SD107
J,법인세비용,11.06월 이후,SD107
K,당기순이익,11.06월 이후,SD107
A,BIS기준자기자본비율,자본적정성,SD008
A1,기본자본비율,자본적정성,SD008
C,BIS 산정대상 자기자본,자본적정성,SD008
D,위험가중자산합계,자본적정성,SD008
E,단순자기자본비율,자본적정성,SD008
E1,단순자기자본비율_B/S상 자기자본,자본적정성,SD008
E2,단순자기자본비율_실질총자산,자본적정성,SD008
A,총여신,여신건전성,SD009
A1,총여신_고정,여신건전성,SD009
A2,총여신_회수의문,여신건전성,SD009
A3,총여신_추정손실,여신건전성,SD009
B,고정이하분류여신,여신건전성,SD009
C,고정이하분류여신비율,여신건전성,SD009
D,대손충당금요적립액,여신건전성,SD009
E,대손충당금적립잔액,여신건전성,SD009
F,대손충당금적립비율 (요적립액대비),여신건전성,SD009
G,대손충당금적립비율 (고정이하분류여신대비),여신건전성,SD009
H,총대출채권,여신건전성,SD009
I,연체여신,여신건전성,SD009
I1,연체여신_1개월3개월미만연체,여신건전성,SD009
I2,연체여신_3개월이상연체,여신건전성,SD009
J,연체비율,여신건전성,SD009
J1,연체비율_1개월3개월미만연체,여신건전성,SD009
J2,연체비율_3개월이상연체,여신건전성,SD009
A,총자산(평잔),수익성,SD010
B,자기자본(평잔),수익성,SD010
C,영업수익,수익성,SD010
D,영업비용,수익성,SD010
D1,판관비,수익성,SD010
F,세후당기손익,수익성,SD010
G,총자산순이익률(ROA),수익성,SD010
H,총자본순이익률(ROE),수익성,SD010
I,총자산경비율,수익성,SD010
A,원화유동성비율 (만기3개월이내기준),유동성,SD011
A1,원화유동성비율 (만기3개월이내기준)_유동성자산,유동성,SD011
A2,원화유동성비율 (만기3개월이내기준)_유동성부채,유동성,SD011
B,외화유동성비율 (만기3개월이내기준),유동성,SD011
B1,외화유동성비율 (만기3개월이내기준)_유동성자산,유동성,SD011
B2,외화유동성비율 (만기3개월이내기준)_유동성부채,유동성,SD011
C,업무용유형자산비율,유동성,SD011
C1,업무용유형자산비율_업무용유형자산,유동성,SD011
C2,업무용유형자산비율_자기자본,유동성,SD011
A1,임원,임직원현황,SC001
A11,임원_상근,임직원현황,SC001
A12,임원_비상근,임직원현황,SC001
A2,직원,임직원현황,SC001
A23,직원_정규직원,임직원현황,SC001
A24,직원_비정규직원,임직원현황,SC001
A,총임직원,임직원현황,SC001
A,국내,영업점포현황,SC002
A1,국내_지점,영업점포현황,SC002
A2,국내_출장소,영업점포현황,SC002
A3,국내_사무소,영업점포현황,SC002
B,국외,영업점포현황,SC002
B1,국외_지점,영업점포현황,SC002
B2,국외_현지법인,영업점포현황,SC002
B3,국외_사무소,영업점포현황,SC002
A,자산총계,07.12월 이전,SC003
A1,유동자산,07.12월 이전,SC003
A11,유동자산_현금과현금등가물,07.12월 이전,SC003
A12,유동자산_단기금융상품,07.12월 이전,SC003
A13,유동자산_기타,07.12월 이전,SC003
AB,유가증권,07.12월 이전,SC003
A4,카드자산,07.12월 이전,SC003
A46,카드자산_(대손충당금 등),07.12월 이전,SC003
A41,카드자산_일시불 카드대급금,07.12월 이전,SC003
A42,카드자산_할부 카드대급금,07.12월 이전,SC003
A43,카드자산_현금서비스,07.12월 이전,SC003
A44,카드자산_카드론,07.12월 이전,SC003
A45,카드자산_기타,07.12월 이전,SC003
A5,할부금융자산,07.12월 이전,SC003
A55,할부금융자산_(대손충당금 등),07.12월 이전,SC003
A51,할부금융자산_내구재할부금융,07.12월 이전,SC003
A52,할부금융자산_주택할부금융,07.12월 이전,SC003
A53,할부금융자산_기계류할부금융,07.12월 이전,SC003
A54,할부금융자산_기타,07.12월 이전,SC003
A6,리스자산,07.12월 이전,SC003
A65,리스자산_(대손충당금 등),07.12월 이전,SC003
A61,리스자산_운용리스자산,07.12월 이전,SC003
A62,리스자산_금융리스자산,07.12월 이전,SC003
A63,리스자산_선급리스자산,07.12월 이전,SC003
A64,리스자산_기타,07.12월 이전,SC003
A7,신기술금융자산,07.12월 이전,SC003
A74,신기술금융자산_(대손충당금 등),07.12월 이전,SC003
A71,신기술금융자산_투자주식,07.12월 이전,SC003
A72,신기술금융자산_신기술금융대출금,07.12월 이전,SC003
A73,신기술금융자산_기타,07.12월 이전,SC003
A8,여신성 금융자산,07.12월 이전,SC003
A85,여신성 금융자산_(대손충당금 등),07.12월 이전,SC003
A81,여신성 금융자산_콜 론,07.12월 이전,SC003
A82,여신성 금융자산_할인어음,07.12월 이전,SC003
